git_id	cpu_total	cpu_user	cpu_system	max_rss	timestamp	hostname	arch	os	exit_code	signal
a746b3b	0.023696	0.021926	0.001770	4456448	1724965573	sunbird	arm64	Darwin 23.4.0	0	-
2728ad1	0.341338	0.337152	0.004186	33824	1725035411	ip-172-26-9-198	x86_64	Linux 6.5.0-1022-aws	0	-
2728ad1	0.341124	0.341124	0.000000	33572	1725035501	ip-172-26-9-198	x86_64	Linux 6.5.0-1022-aws	0	-
2728ad1	0.236595	0.232734	0.003861	33628	1725035773	ip-172-26-9-198	x86_64	Linux 6.5.0-1022-aws	0	-
