git_id	cpu_total	cpu_user	cpu_system	max_rss	timestamp	hostname	arch	os	exit_code	signal
a746b3b	0.023238	0.021590	0.001648	3424256	1724965573	sunbird	arm64	Darwin 23.4.0	0	-
2728ad1	0.320429	0.312507	0.007922	33824	1725035406	ip-172-26-9-198	x86_64	Linux 6.5.0-1022-aws	0	-
2728ad1	0.340304	0.336400	0.003904	33572	1725035500	ip-172-26-9-198	x86_64	Linux 6.5.0-1022-aws	0	-
2728ad1	0.235886	0.231631	0.004255	33628	1725035772	ip-172-26-9-198	x86_64	Linux 6.5.0-1022-aws	0	-
